title,link,author,wordNum,read,discription
傻王宠妻：妖孽王妃要逆天,https://www.biquker.com/xiaoshuo/5203.html,林下幽居,2230000字,1,《傻王宠妻：妖孽王妃要逆天》是由作者林下幽居编写的一部古代言情小说，目前已完结，小说的故事主要讲述了她是的相府大小姐，受尽欺辱，一道圣旨把她赐婚给傻瓜王爷，天下哗然大惊。丑颜女嫁傻瓜王爷，天生绝配，所有人议论纷纷，等着看热闹。但世人不知道的是当真相真的暴露出来的那一刻，震惊天下。就是他们看不起的两个人，搅得世界天翻地覆，欠我们的，总要还回来，算计我们的，加倍还回去，欺负我们的，我会让你生不如死。
铜钱龛世+番外,https://www.biquker.com/xiaoshuo/5201.html,木苏里,288000字,4,《铜钱龛世》是由作者木苏里编写的一部玄幻小说，目前已完结，主角是薛闲、玄悯，小说的故事主要讲述了天禧二十三年，坊间传言手眼通天的国师突遭大劫，不得不闭关潜修，百姓暗地里却拍手叫好。同年冬月，徽州府宁阳县多了一位年轻僧人。僧人法号玄悯，记忆全失，却略通风水堪舆之术，来宁阳的头一天，便毫不客气地抄了一座凶宅，顺便把凶宅里窝着的薛闲一同抄了回去。从此，前半生“上可捅天、下能震地”的薛闲便多了一项人生追求——如何才能让这个空有皮相的秃驴早日蹬腿闭眼、“含笑九泉”。
名门婚宠：晚安，郝太太,https://www.biquker.com/xiaoshuo/5199.html,妃子一笑,3476000字,2,《名门婚宠：晚安，郝太太》是由作者妃子一笑编写的一部言情小说，目前已完结，主角是莫筠，小说的故事主要讲述了前世他把活生生的心脏捐给她，只为了让她能多活几年！重生归来，她仍旧还要做他的妻子。第一次见面她就深情宣布，“我是你未来的妻子。”天上掉下一个未婚妻，郝先森表示：不要白不要！要了就把她宠上天！两个今生才第一次见面的人，从此就开启你爱我宠的虐狗模式。郝太太要什么，郝先森直接买！郝太太被欺负，郝先森直接上！郝太太想挣钱，郝先森双手奉上千亿家产！郝太太想嫁给他，郝先森却说不，“因为是我更想要娶你！”
女配又苏又撩[快穿],https://www.biquker.com/xiaoshuo/5198.html,檀无衣,326000字,3,《女配又苏又撩[快穿]》是由作者檀无衣编写的一部穿越小说，目前已完结，主角是珞珈，小说的故事主要讲述了珞珈绑定了一个穿书系统，总的来说有两个任务。第一，做一个全能女配，可白莲可绿茶可心机，戏精本精。第二，培养反派，可病娇可鬼畜可狂犬，邪魅狷狂。
黑红女星洗白白[穿书],https://www.biquker.com/xiaoshuo/5197.html,灯下美人,160000字,1,《黑红女星洗白白[穿书]》是由作者灯下美人编写的一部穿越小说，目前已完结，主角是徐笙笙，小说的故事主要讲述了穿进熬夜看的一本娱乐圈小说，而且还是“欺负”过男主，当了女主成名的“垫脚石”，只蹦跶了不到五章的路人甲黑红女星，许笙笙表示，她需要换个剧情。首先她要拿回经济大权，然后洗白白，功成身退离开娱乐圈，让媒体们争相报道，让粉丝们痛哭挽留，姐，就是一个神话！可是……朦胧间摸到的不同于自己的肌肤触感，耳旁喷洒的如幽兰般的吐息，小白兔男主娇弱到让人心疼的表情：“我今天可不可以早点离开，明天学校还要上课。”完、蛋、
超品相师,https://www.biquker.com/xiaoshuo/5196.html,九灯和善,6518000字,3,《超品相师》是由作者九灯和善编写的一部奇幻小说，目前已完结，主角是秦宇，小说的故事主要讲述了相师分九品，一品一重天风水有境界，明理，养气，修身，问道。二十一世纪的一位普通青年偶获诸葛亮生前的玄学传承，从此混迹都市，游走于高官权贵之间，豪门千金，世家小姐身侧，秦宇说：“我为超品相师，相人，相地，相红颜。”
毒医太子妃,https://www.biquker.com/xiaoshuo/5193.html,浅若迟,872000字,6,"《毒医太子妃》是由作者浅若迟编写的一部穿越小说，目前已完结，主角是沈霏月、夏侯晏，小说的故事主要讲述了她是二十一世纪的传奇人物,考古学家以及医学院客座教授,人人都想拉拢的天才。一朝穿越成了无父无母的孤儿,众人口中的废物,白痴,丑八怪。却不知她是全系体,医毒双修,各路魔兽抢着契约。"
女神难当,https://www.biquker.com/xiaoshuo/5192.html,沦陷,28000字,14,《女神难当》是由作者沦陷编写的一部都市小说，目前已完结，主角是梁爽、宁肃，小说的故事主要讲述了花瓶女星梁爽一觉醒来，发现自己来到了五年后，莫名其妙成了娱乐圈大BOSS的女人，还多了个四岁的儿子！看开点，好歹咱也成了影后不是！什么？老公说她的影后是他花钱买的，她演技一刀烂？不想做综艺女王的演员不是好妈妈，既然演技不成，她就只能上综艺节目卖蠢了！她带着老公儿子参加综艺节目处处撒糖，虐杀单身狗，堪称人生赢家。在一次体检，却被医生告知自己仍是处女！处女怎么可能生孩子？梁爽决定弄清那五年究竟发生了什么事？
天谴之心,https://www.biquker.com/xiaoshuo/5191.html,荆柯守,2132000字,57,《天谴之心》是由作者荆柯守编写的一部奇幻小说，目前已完结，主角是钱品吉，小说的故事主要讲述了若生为林木，我当欣欣以向荣。若生为幽草，我当萋萋而摇绿。就算是一根小草，也不必羡慕大树伟岸参天，我依然可以长成一片碧绿。德鲁伊之心，就是自然。
总裁的隐婚前妻,https://www.biquker.com/xiaoshuo/5190.html,漠七七,1012000字,115,《总裁的隐婚前妻》是由作者漠七七编写的一部言情小说，目前已完结，小说的故事主要讲述了那一夜她被上司出卖，一场阴谋让她成了豪门第一夫人。“离婚吧。”独守空房三年，她以为这个想法两人能一拍即合。谁知他却魅然浅笑：“怎么办，我突然舍不得了。”他权倾一方，他不想离婚她便只能沦为他的绵羊。他霸道的掐掉她所有桃花，断了她所有退路，宠她如命，溺她上天，直到一纸不孕证明从天而降。感情突变，小三上门，一场精心策划的骗局，她不得不和他离婚，只是，怎么刚离婚肚子里就有了动静？再见面，他看着她身边的一对小包子，质问：“杨小姐，你
仙狱战神,https://www.biquker.com/xiaoshuo/5188.html,乾图,1430000字,5,《仙狱战神》是由作者乾图编写的一部玄幻小说，目前已完结，主角是姚乐天，小说的故事主要讲述了姚乐天因缘际会穿越到异世界，好不容易进入至仙派修真，本想逆袭成功，却因天资不济，常年在最底层徘徊，没想到，当他超一颗流行呼求着渴望“奇迹”，竟真的让他碰上了逃狱的绝世恶魔。
罪臣之女的锦绣芳华,https://www.biquker.com/xiaoshuo/5187.html,寒如雪,306000字,13,"《罪臣之女的锦绣芳华》是由作者寒如雪编写的一部穿越小说，目前已完结，主角是傅瑶，小说的故事主要讲述了傅瑶在知道自己穿越后没有一点慌乱,何况，她穿到了当朝尚的家里，没有继母庶妹，没有宅斗算计，可以说家庭和睦，生活富足。要说唯一让人揪心的就是：据说她爹是奸臣。自古奸臣都没有好下场，为了将来不被清算，傅瑶开始寻找让她们家脱“奸”的帽子。哪知道帽子没找到，一道圣旨压了下来。流放……"
悠闲小农女,https://www.biquker.com/xiaoshuo/5186.html,一浊,1190000字,108,《悠闲小农女》是由作者一浊编写的一部乡村种田小说，目前已完结，主角是梁田田，小说的故事主要讲述了梁田田一不小心穿越了，家徒四壁还偏偏遇上战火纷飞，母亲去世了，留下四个小萝卜头，梁田田表示亚历山大。都说后妈虐人，没想到这年头后奶更不靠谱。果断带着哥哥弟弟分家，梁田田手握空间大杀器算计着，“我是先发财啊还是先发财呢？”凌旭醒来发现自己竟然重生到了小时候，回想这一生的辉煌他突然发现，让他记忆深刻的只有那个当年从山沟沟里一起走出的小娘子。当穿越女遇上重生男，梁田田表示还是银子好看。
锦绣清宫：四爷的心尖宠妃,https://www.biquker.com/xiaoshuo/5183.html,雪中回眸,492000字,4,《锦绣清宫：四爷的心尖宠妃》是由作者雪中回眸编写的一部穿越小说，目前已完结，主角是叶枣，小说的故事主要讲述了‘悲惨’的事实告诉我们，穿越是个技术活。而显然叶枣技术一般。被自家便宜舅舅骗进人家府里做小妾也就算了，为毛是四爷府上？还是个侍妾，这怎么混？起点太低，出身太差，筹码太少！大BOSS血太厚，小BOSS个个要命！左思右想，装贤惠会死，因为前有乌拉那拉氏。装泼辣会死，因为后有李侧福晋。生儿子不能养，不生儿子没依靠，这日子怎么过都是个愁！好不容易从府里混进宫里，上头还有一位太后娘娘嫌弃她长得不庄重！还好四爷
撩火总裁潜规则,https://www.biquker.com/xiaoshuo/5182.html,李小狼,1310000字,7,《撩火总裁潜规则》是由作者李小狼编写的一部言情小说，目前已完结，主角是苏思蕊，小说的故事主要讲述了他，腹黑毒舌，风流傲娇，腹黑十足；我，坚强吃货，相信妇女能顶半边天。我是他的贴身小秘，也是他的垃圾清洗机，我帮他抛弃他不爱的女人，也帮他吸引他相中的猎物，他帮我擦掉眼泪，带我坐旋转木马，看世界繁华……曾经以为我们永远会是最佳搭档，却没想到，有一天我会爱上他，并且爱的如此多情；“苏思蕊，你不要爱我，我也不会爱你。你要是爱我，只能沦为情人小三！”这是他狠心对我说的话，可是当我离开的时候，他却满世界通缉我。“苏思蕊
隐杀,https://www.biquker.com/xiaoshuo/5179.html,愤怒的香蕉,1008000字,3,《隐杀》是由作者愤怒的香蕉编写的一部都市小说，目前已完结，主角是顾家明。
穿越：王爷，你快滚！,https://www.biquker.com/xiaoshuo/5178.html,霰雾鱼,1246000字,26,《穿越：王爷，你快滚！》是由作者霰雾鱼编写的一部穿越小说，目前已完结，主角是花容墨笙，小说的故事主要讲述了他冲她招手，淡漠的声音没有一丝温度：“过来！”她咬牙，颤抖着手。 如此愤怒，就因为一句她听似调侃的话，“王爷，听闻您……啊哈？” ★★★ 她一朝魂穿，身份卑微。 听闻王爷啊哈，爱好非女，不喜有女子侍奉左右。 听闻王爷是万年渣，喜爱之人风流倜傥，收罗的男子数量与他不相上下。 好不好男色，是不是万年渣受，她不关心，但是不举一事，她只想来一句：“听闻有误，不可尽信！” ★★ 花容墨笙一身玄色绣金线华美长袍，
血族新娘,https://www.biquker.com/xiaoshuo/5177.html,赞美死亡,596000字,38,《血族新娘》是由作者赞美死亡编写的一部奇幻小说，目前已完结，小说的故事主要讲述了在一个雨天被我救下的婴儿是血族的后裔，也就是吸血鬼。等我知道真相的时候，已经回不了头了，他已经成了与我‘血脉相连’的‘儿子’，我承认我离不开他。从未想过有一天我会爱上冷血的吸血鬼，更没想到过，在未来的某一天，我也会变成那样的生物。。。众叛亲离，无力挽回，若命如此，用命破之。
爱过你，恨过你,https://www.biquker.com/xiaoshuo/5176.html,凌晨看书,100000字,9,《爱过你，恨过你》是由作者凌晨看书编写的一部言情小说，目前已完结，主角是宁染、柳承嗣，小说的故事主要讲述了他说，你真贱，勾引完我爸又来勾引我，连我弟弟都不放过。她含着泪苦笑，没错，我就是贱，爱你就是贱！
蚀骨危情,https://www.biquker.com/xiaoshuo/5175.html,淇老游,662000字,131,《蚀骨危情》是由作者淇老游编写的一部言情小说，目前已完结，主角是沈修瑾、简童，小说的故事主要讲述了夏薇茗死了，沈修瑾亲手将简童送进了女子监狱。三年牢狱，简童被沈修瑾一句“好好关照她”折磨的大变样，甚至狱中“被同意捐肾”。入狱前，简童说：我没杀她。沈修瑾不为所动。出狱后，简童说：我杀了夏薇茗，我有罪。沈修瑾铁青着脸：你给我闭嘴！不要再让我听到这句话！简童笑了：真的，我杀了夏薇茗，我坐了三年牢。简童逃了，沈修瑾找疯了满世界通缉她。沈修瑾说：简童，我把肾给你，你把心给我吧。简童仰头看向沈修瑾，说……
何处繁华笙歌落,https://www.biquker.com/xiaoshuo/5173.html,离兮儿,94000字,9,《何处繁华笙歌落》是由作者离兮儿编写的一部古代言情小说，目前已完结，主角是沈清尘、宇文睿，小说的故事主要讲述了沈清尘被宇文睿提剑刺入胸口时都没哭，却在他杀死他们孩子时落了泪。 她笑得凄美：“宇文睿，你当真没有爱过我吗？” “没有。”他蓦然转身。
长安街探案,https://www.biquker.com/xiaoshuo/5172.html,虞姬,2164000字,7,《长安街探案》是由作者虞姬编写的一部侦探推理小说，目前已完结，主角是吴昊，小说的故事主要讲述了大唐西市有一个卖胡辣汤的哥，手艺不错，可是忽然有一天，他把胡辣汤店改成了侦探所，摇身一变成了一名侦探。人们都笑称，现在的骗子真是太离谱了，连基本功都不学一下，就敢出来招摇撞骗了。然而，很快……
天价宠妻太甜蜜,https://www.biquker.com/xiaoshuo/5168.html,十六月,790000字,7,《天价宠妻太甜蜜》是由作者十六月编写的一部言情小说，目前已完结，主角是代砚悬、戚睦，小说的故事主要讲述了什么叫落地凤凰不如鸡？当代砚悬站在拍卖台上像货物一样展示，拍卖，她就彻底明白了。做了二十年的公主，不想却依旧逃不开命运的捉弄。原本以为这样就是悲惨至极了，哪里想到还有更可笑的转折等着她！年少钟情的初恋男友，还有仇恨相对却唤着别人名字的霸道总裁，好似两台轰鸣的战机，把她碾压成一片又一片！到底该何去何从，到底哪条路才是通向幸福圆满的结局...
重生之庶女国色,https://www.biquker.com/xiaoshuo/5166.html,沫之晴,1636000字,3,《重生之庶女国色》是由作者沫之晴编写的一部古代言情小说，目前已完结，主角是顾清鸢、元清婉、夏谨煜，小说的故事主要讲述了一朝重生，她由冷宫废后变成尚书府的庶女！渣男，他敢抛妻杀子，她就敢让他国破家亡。贱女，她敢夺夫夺位，欺她辱她，那么必百倍还之。再世为人，前世的悲剧绝不会重演。她步步为营精于算计，未曾想到惹到惊才绝艳的他······
家有萌妻太难追,https://www.biquker.com/xiaoshuo/5165.html,层层,544000字,22,《家有萌妻太难追》是由作者层层编写的一部言情小说，目前已完结，主角是叶辞月、古裕宸，小说的故事主要讲述了古裕宸第N次霸气的宣布：“从今往后，你是我的！”叶辞月一愣，“什么？”他眼眸微眯，靠近了一步，“乖，领证去。”“啊？这这这不太好吧……”她不自觉往后退。古裕宸眸光一闪，捏住了她的小手，“不太好？”“你松手！我们是不可能的！”“不可能？”他的眼里有一抹危险划过，“是谁一次又一次主动接近我的？”叶辞月脑袋发热，一片混沌之时，他的声音再次响起，“不想负责？恩？”
超品医仙,https://www.biquker.com/xiaoshuo/5164.html,古剑山,464000字,13,《超品医仙》是由作者古剑山编写的一部都市小说，目前已完结，主角是程立，小说的故事主要讲述了我有透视就是强，穿透衣服看透墙，能辨鬼神断阴阳！都市宅男偶得上古传承，医术、道法顺手拈来，从此一路崛起，游戏花都！
农家娇妻来种田,https://www.biquker.com/xiaoshuo/5161.html,恋小爱,1888000字,5,《农家娇妻来种田》是由作者恋小爱编写的一部穿越小说，目前已完结，主角是齐妙，小说的故事主要讲述了女主是中医世家齐家第七十七代传人，本该有大好的前程，可没想到竟然穿越了。这也没啥，偏偏刚来就跟男人办事儿，而且还是那一档子事儿，多窝囊！该死的家伙，别让姐儿知道你是谁，查出来定把你灌醉迷晕，送去青楼！
萌妻娇俏：帝少，我嘴挑,https://www.biquker.com/xiaoshuo/5160.html,古萧,3314000字,2,《萌妻娇俏：帝少，我嘴挑》是由作者古萧编写的一部言情小说，目前已完结，主角是宁悠悠、慕少卿，小说的故事主要讲述了婚前，他是高冷帅气又多金的禁欲系大boss，万千少女心都被他勾跑了。却唯独对她这个小助手尖酸刻薄，步步紧逼。小助手可怜兮兮：“BOSS大人，求温柔。”腹黑BOSS邪肆一笑：“嫁给我，给你专属温柔。”婚后，他化身为狼，一日三餐饥肠辘辘。办公室推倒，客厅推倒，沙发推倒，阳台推倒……小娇妻勃然大怒:“老公大人，说好的温柔呢？”腹黑老公笑的温柔，“推倒，就是我的专属温柔。”
一念繁华一念灰,https://www.biquker.com/xiaoshuo/5159.html,默潼,50000字,5,《X一念繁华一念灰X》是由作者默潼编写的一部言情小说，目前正在连载当中，主角是阮依彤、玄乾，小说的故事主要讲述了阮依彤本是高高在上的公主，却为了玄乾甘愿背叛皇族，帮助他夺得王位，可谁知他一朝成帝，却撕毁条约杀她全族，将她伤的体无完肤。
跑男之终极巨星,https://www.biquker.com/xiaoshuo/5158.html,奔跑在路上,1318000字,242,《跑男之终极巨星》是由作者奔跑在路上编写的一部都市小说，目前已完结，主角是李逸，小说的故事主要讲述了他是江城二中公认的王也是火爆全国的校园歌手、青年作家更在英雄联盟周年庆祝赛上带领娱乐明星队挑战竞技明星队！他是跑男姐弟情侣里的弟弟也是背叛的成员之一更是跑男史上最厉害的背叛者、复仇者！他有一个青梅竹马叫阿娜热巴；杨颖儿是他的红颜知己；杨小幂和他是莫逆之交；邓紫琦更是他在好声音的学生。。。。。。他就是李逸，一个身怀系统，注定了要名动天下的男人！
学长惹不起,https://www.biquker.com/xiaoshuo/5154.html,语笑阑珊,96000字,16,《学长惹不起》是由作者语笑阑珊编写的一部青春校园小说，目前已完结，主角是许霆、夏慕，小说的故事主要讲述了C大舞台剧排演现场。大一学弟夏慕很震惊：你你你再说一遍，我演什么？大三学长许霆很淡定：公主。夏小慕泪流满面：为神马？
重生校园：学霸女神，宠上瘾,https://www.biquker.com/xiaoshuo/5153.html,晴空希蓝,4632000字,3,《重生校园：学霸女神，宠上瘾》是由作者晴空希蓝编写的一部都市小说，目前正在连载当中，主角是夏希贝，小说的故事主要讲述了前世的她被抢了身份，抢了地位，毁了容貌，毁了名誉！重生的她，摇身一变，变成逆天学霸，娱乐圈全能天后，手撕白莲花，教渣渣重新做人！可没想到，不小心救了某位爷，却被狠狠缠上，再也挣脱不开！他一脸正经：“你救了我，所以我选择以身相许。”于是某位爷白天化身忠粉打call，晚上开启偿还模式！
田园空间小农女,https://www.biquker.com/xiaoshuo/5150.html,南山寸草,470000字,1,《田园空间小农女》是由作者南山寸草编写的一部穿越小说，目前已完结，主角是慕秋，小说的故事主要讲述了作为一个农业大学毕业的高材生，慕秋最大的愿望就是能拥有自己的一亩三分地，过上安逸闲适的小日子……可惜在这寸土寸金的城市，这个愿望注定难以实现。然而一朝穿越，带着神奇空间种田南山下不再是梦想！
四爷的心尖宠妃,https://www.biquker.com/xiaoshuo/5149.html,雪中回眸,3016000字,1,《四爷的心尖宠妃》是由作者雪中回眸编写的一部穿越小说，目前已完结，主角是叶枣、四爷，小说的故事主要讲述了‘悲惨’的事实告诉我们，穿越是个技术活。而显然叶枣技术一般。被自家便宜舅舅骗进人家府里做小妾也就算了，为毛是四爷府上？还是个侍妾，这怎么混？起点太低，出身太差，筹码太少！大BOSS血太厚，小BOSS个个要命！左思右想，装贤惠会死，因为前有乌拉那拉氏。装泼辣会死，因为后有李侧福晋。生儿子不能养，不生儿子没依靠，这日子怎么过都是个愁！好不容易从府里混进宫里，上头还有一位太后娘娘嫌弃她长得不庄重！还好四爷不嫌
云的抗日,https://www.biquker.com/xiaoshuo/5148.html,欧阳锋,8590000字,1,《云的抗日》是由作者欧阳锋编写的一部穿越小说，目前已完结，小说的故事主要讲述了拥有千万平方公里余的土地、四万万的人口、几百万的军队，这样一个泱泱大国，苦战八年，军民死伤两千多万，最后却只换来一场不尴不尬的胜利：外蒙没了，合理的战争赔偿放弃了，民生更加凋零——中日之间的实力差距真有这么明显吗？或者，这就是中国作为战胜国唯一的结局吗？
重生之七零的悠闲人生,https://www.biquker.com/xiaoshuo/5146.html,H海冬,682000字,4,《重生之七零的悠闲人生》是由作者H海冬编写的一部奇幻小说，目前已完结，主角是蓝天、莫军华，小说的故事主要讲述了重生回来的蓝天决定踹掉她前世的渣夫，带着奶奶叔叔婶婶过她的幸福小日子，谁知前世的渣夫洗心革面重生做人，死扒着她不放，蓝天很苦恼很困惑，一向冷酷不近人情的人，突然耍起无赖来，怎么办？在线等，急！
异世界的美食家,https://www.biquker.com/xiaoshuo/5145.html,李鸿天,3720000字,1098,《异世界的美食家》是由作者李鸿天编写的一部玄幻小说，目前已完结，主角是步方，小说的故事主要讲述了在武者举手可裂山川，甩腿可断长河的玄幻世界中，存在着这样一家小餐馆。小餐馆不大，但却是无数顶尖强者趋之若鹜之地。在那儿你可以品尝到用凤凰蛋和龙血米炒成的蛋炒饭。在那儿你可以喝到生命之泉配朱果酿制的烈酒。在那儿你可以吃到九阶至尊兽肉配上黑胡椒的烤肉。什么你想把厨师掳回家？不可能，因为餐馆门口趴着一只看门的十阶神兽，地狱犬。哦，那个厨师还有一个可以单手捏死九品至尊的铁疙瘩助手和一群被征服了胃的疯狂女人。
医妃权谋天下,https://www.biquker.com/xiaoshuo/5144.html,暮阳初春,328000字,52,《医妃权谋天下》是由作者暮阳初春编写的一部历史小说，目前已完结，主角是云定初，小说的故事主要讲述了她，名震亚洲惊才绰绝的女军医，因一场蓄意谋杀，车毁人亡……她，原本应为相府最尊贵的嫡女，却因天生聋哑被家族嫌弃。歹毒后母夺她娘亲正妻之位，谋算娘亲留她丰厚嫁妆，抑郁而死。一场计谋，一纸赐婚，胞妹入宫为后，她却被送往蛮荒苦寒之地，成为瘫子病王之妃，再度睁眼，她成了她，风华席卷天下！
死亡教室,https://www.biquker.com/xiaoshuo/5143.html,中庸点墨,784000字,2,《死亡教室》是由作者中庸点墨编写的一部灵异小说，目前已完结，主角是楚凡，小说的故事主要讲述了当你得到一张诡异的录取通知书时，就等于走上了一条不归路，谁也无法逃脱！在这所死亡大学里，一旦教室的黑板上出现血字将你点名，就说明已经开始上课了。而一旦开始上课，就会进入未知的恐怖世界，去迎接那些令人匪夷所思却又惊悚的鬼魂，它们将会无处不在，来索取你的性命。即使倘若侥幸在这次死亡课程中活下来，回到教室，也要面临着下一次教室“点名”。铃声一响，今晚…你被点名了吗？
邪帝心尖宠：鬼医废材妃,https://www.biquker.com/xiaoshuo/5142.html,叶梓,1528000字,1,《邪帝心尖宠：鬼医废材妃》是由作者古代叶梓编写的一部言情小说，目前已完结，主角是叶天音、楚玄溟，小说的故事主要讲述了天才鬼医，一朝穿越成无才无貌无修炼资质的废材，怎么办？一睁眼，还砸了一个绝代大美男，曜国大名鼎鼎的战王！她捂着他的嘴：“做个交易，我医你，你嫁我！”男人怒而掐她，想到她和别人婚约在身，玩味道：“女人，你竟想一女侍二夫？！”顿时一阵鸡飞狗跳，堂妹和未婚夫太子出现——捉奸，面圣，退婚！她步步为营，招招致胜。楚玄溟霸道宣布：“叶天音，惹上我，你别想跑。”她遗憾耸肩：“交易作废，世界很大，我要出去浪
一生向晚,https://www.biquker.com/xiaoshuo/5140.html,风吹落叶,992000字,1,《一生向晚》是由作者风吹落叶编写的一部言情小说，目前已完结，主角是贺寒川、向晚，小说的故事主要讲述了两年前，她被判定故意弄伤了他心爱之人的腿。于是他把她送进了监狱，废了她一条腿和她所有的骄傲。两年后，她自认为已经从地狱中逃出来，立誓再不愿再和他有任何瓜葛。可事实证明，地狱的撒旦怎么可能会轻易放过你呢？
国民巨星：撩宠男神,https://www.biquker.com/xiaoshuo/5139.html,沈烬,1382000字,4,《国民巨星：撩宠男神》是由作者沈烬编写的一部奇幻小说，目前已完结，主角是万祈、祁，小说的故事主要讲述了16岁的万祈在生日那天突然收到八年前就已经去世的父母从国外寄给她的快递。当她打开快递后，却发现生日礼物竟然是个全裸的绝美少年。而且，少年还自称是来自三十年后的高科技智能体？！从此，万祈走上了一条万众瞩目盛大辉煌的登顶之路。
超级位面种植空间,https://www.biquker.com/xiaoshuo/5137.html,没事就乐乐有事就笑笑,184000字,4,《超级位面种植空间》是由作者没事就乐乐有事就笑笑编写的一部科幻小说，目前已完结，主角是余前，小说的故事主要讲述了余前在古玩市场买了一尊假的九龙香炉，偶然发现其内有一个神奇的【一日顶百年】的位面种植空间…将盆栽何首乌放进去，只需十天时间，何首乌便有千年的火候。将普通人参放进去，十天时间便成为千年人参……于是乎，各种修真界价值连城的奇珍异果…在种植空间内就像是青菜萝卜般普通，空间内一只小哈巴狗平日啃得零食，也比修真世家子弟视若珍宝的灵丹妙药强百倍！
济世医途,https://www.biquker.com/xiaoshuo/5133.html,遥山书雁,1218000字,2,《济世医途》是由作者遥山书雁编写的一部都市小说，目前已完结，主角是秦羽、凌傲雪，小说的故事主要讲述了醒掌天下权，醉卧美人膝，是很多男人梦寐以求的人生，但我想问一句，当她长发及腰，你是否已有了行掌天下的本领？
蚕食,https://www.biquker.com/xiaoshuo/5132.html,明开夜合,148000字,2,《蚕食》是由作者明开夜合编写的一部奇幻小说，目前已完结，主角是傅宁砚、苏嘉言，小说的故事主要讲述了傅宁砚在乎什么，苏嘉言就要毁了什么。这张脸，这个孩子，甚至她这条命。到最后，不知道是他蚕食了她的爱，还是她蚕食了他的心。
重生之动力时代,https://www.biquker.com/xiaoshuo/5131.html,熔海,1824000字,611,《重生之动力时代》是由作者熔海编写的一部奇幻小说，目前已完结，主角是杨卫平，小说的故事主要讲述了好动力，华夏造！要想搞出先进的发动机，就必须先解决材料、精密加工和数控程序！从高温高强合金材料、复合材料，到精密机床，高精密机床，超精密机床……杨卫平重生回到了那个让人激情燃烧的年代，用他脑子里先进的冶金、机械和动力技术，一步步带领着的着华夏的航空动力和工业动力，走向一个全新的动力时代！
重生女学霸,https://www.biquker.com/xiaoshuo/5130.html,芝麻如意卷,236000字,5,《重生女学霸》是由作者芝麻如意卷编写的一部都市小说，目前已完结，小说的主人公是苏叶，故事主要讲述了上一世错付终身，苏叶幡然醒悟。这次重新来过，苏叶却一反常态，一路高歌猛进，最终在世人的仰望之下成就一个灿烂人生！
萌宝来袭：总裁爹地，宠上天,https://www.biquker.com/xiaoshuo/5129.html,糖果淼淼,4336000字,1,《萌宝来袭：总裁爹地，宠上天》是由作者糖果淼淼编写的一部言情小说，目前已完结，小说的故事主要讲述了成人礼那晚，她被至亲的人设计，意外怀孕。四年后，她携子归来。一个尊贵霸道的男人突然闯进她世界里，“说，孩子的爸爸是谁？”一个拿着水枪的小奶包跳出来，“哪里来的野男人，敢抢楷哥哥女神！”从此她的世界，多了一大一小两个霸道鬼。深夜，大的偷溜进她房间，直接堵住她的唇，“女人，知道偷走我的种的下场？”“什么下场？”“从现在开始，每天让我吻，让我宠。”额…让他宠的下场，就是第二天走不了路？
男主养成记,https://www.biquker.com/xiaoshuo/5128.html,蕃蒲花五号,564000字,1,《男主养成记》是由作者蕃蒲花五号编写的一部言情小说，目前已完结，主角是洛颖川，小说的故事主要讲述了穿越进一本男主修仙文也就算了，偏偏穿成了女主，还是两个女主中的一个！洛颖川看着自己的小身板毫无压力，毕竟一切都有变数。于是，一不小心男主女主的关系被她拉上了大家都是好基友的歪路......
超级神基因,https://www.biquker.com/xiaoshuo/5127.html,十二翼黑暗炽天使,6930000字,2,《超级神基因》是由作者十二翼黑暗炽天使编写的一部科幻小说，目前已完结，主角是韩森，小说的故事主要讲述了未来波澜壮阔的星际时代，人类终于攻克了空间传送技术，可是当人类传送到另一端的时候，却发现那里并不是过去未来，也不是星空下的任何一片土地……神秘的庇护所世界，无数强横的异生物，人类迎来了令人热血沸腾的飞跃性大进化，开启了星空下最辉煌璀璨的新纪元。“猎杀神血生物黑甲虫，获得神血黑甲虫兽魂，食用神血黑甲虫血肉，可随机获得0至10点神基因。”
我家青梅有点甜,https://www.biquker.com/xiaoshuo/5126.html,猫琳儿,506000字,1,《我家青梅有点甜》是由作者猫琳儿编写的一部言情小说，目前已完结，主角是萧七宝、厉敬琛，小说的故事主要讲述了一岁的她和六岁的他定下娃娃亲，包下他所有么么哒。三岁时她成天嚷着要给他生猴子，他置之不理。可十八岁时，她却反被他吃干抹净，厉敬琛勾唇：“不是说要给我生猴子吗，现在满足你。”萧七宝欲哭无泪，年少无知竟不知道自己惹到的不是什么邻居家温柔小哥哥，而是一个彻底的腹黑大恶魔！
邪王盛宠俏农妃,https://www.biquker.com/xiaoshuo/5124.html,琉璃,34000字,1,《邪王盛宠俏农妃》是由作者琉璃编写的一部古代言情小说，目前已完结，主角是蓝月儿，小说的故事主要讲述了她是二十一世纪的金牌杀手，他是灵龙国的冷血摄政王；初次交锋，他邪魅一笑：“丫头，你救了我，我以身相许，如何？”她美眸流转，非常不屑：“大叔，我喜欢身心干净的男人，你还是靠边站吧！”一语刚落，某腹黑王爷大手一伸，把她揽入怀中：“丫头，本尊刚好符合你的要求，要不，你亲自来检验一下。”
